B,q
-0.005058209554395815,3.1458852867830425
-0.004737053392211948,3.1246882793017456
-0.00441589723002811,3.103491271820449
-0.004094741067844243,3.081047381546134
-0.0037735849056603765,3.059850374064838
-0.00345242874347651,3.037406483790524
-0.0031312725812926434,3.0162094763092266
-0.0028101164191088046,2.9950124688279303
-0.002488960256924938,2.9738154613466334
-0.0021678040947410715,2.951371571072319
-0.001846647932557205,2.930174563591023
-0.0015254917703733661,2.9089775561097255
-0.0012043356081894996,2.8865336658354117
-0.000883179446005633,2.866583541147132
-0.0005620232838217665,2.8453865336658355
-0.00024086712163789992,2.8241895261845387
8.028904054596664e-05,2.802992518703242
0.0004014452027298332,2.786783042394015
0.0007226013649136998,2.786783042394015
0.0010437575270975386,2.743142144638404
0.001364913689281405,2.7231920199501247
0.0016860698514652717,2.701995012468828
0.0020072260136491382,2.6820448877805485
0.0023283821758330048,2.6608478802992517
0.0026495383380168713,2.64214463840399
0.002970694500200738,2.620947630922693
0.0032918506623846044,2.600997506234414
0.003613006824568471,2.579800498753117
0.003934162986752282,2.5598503740648377
0.004255319148936149,2.5399002493765583
0.004576475311120015,2.5211970074812964
0.004897631473303882,2.5012468827930174
0.005218787635487748,2.4825436408977555
0.005539943797671615,2.4625935162094765
0.005861099959855481,2.4438902743142146
0.006182256122039348,2.423940149625935
0.0065034122842232145,2.4052369077306732
0.006824568446407081,2.3852867830423943
0.00714572460859092,2.3665835411471323
0.007466880770774786,2.346633416458853
0.007788036932958653,2.327930174563591
0.00810919309514252,2.3079800498753116
0.008430349257326386,2.28927680798005
0.008751505419510253,2.2693266832917707
0.00907266158169412,2.251870324189526
0.009393817743877986,2.233167082294264
0.009714973906061852,2.21571072319202
0.010036130068245663,2.197007481296758
0.01035728623042953,2.180798004987531
0.010678442392613396,2.164588528678304
0.010999598554797263,2.1496259351620948
0.01132075471698113,2.1334164588528677
0.011641910879164996,2.118453865336658
0.011963067041348863,2.1022443890274314
0.01228422320353273,2.0872817955112217
0.012605379365716596,2.071072319201995
0.012926535527900462,2.0561097256857854
0.013247691690084273,2.039900249376559
0.01356884785226814,2.024937655860349
0.013890004014452006,2.008728179551122
0.014211160176635873,1.9937655860349126
0.01453231633881974,1.9788029925187034
0.014853472501003606,1.963840399002494
0.015174628663187473,1.9488778054862843
0.01549578482537134,1.9339152119700747
0.015816940987555206,1.9189526184538652
0.016138097149739045,1.903990024937656
0.01645925331192291,1.8890274314214466
0.016780409474106778,1.8753117206982544
0.017101565636290644,1.8603491271820451
0.01742272179847451,1.8453865336658355
0.017743877960658377,1.8316708229426433
0.018065034122842244,1.816708229426434
0.01838619028502611,1.8017456359102244
0.018707346447209977,1.78927680798005
0.019028502609393844,1.7743142144638404
0.019349658771577655,1.7593516209476308
0.01967081493376152,1.7468827930174564
0.019991971095945388,1.7319201995012468
0.020313127258129254,1.7169576059850375
0.02063428342031312,1.704488778054863
0.020955439582496987,1.6895261845386536
0.021276595744680854,1.674563591022444
0.02159775190686472,1.6620947630922693
0.021918908069048587,1.64713216957606
0.022240064231232426,1.633416458852868
0.022561220393416292,1.6197007481296757
0.02288237655560016,1.6059850374064837
0.023203532717784026,1.5935162094763093
0.023524688879967892,1.5798004987531173
0.02384584504215176,1.5660847880299251
0.024167001204335625,1.5523690773067331
0.024488157366519492,1.5399002493765588
0.02480931352870336,1.527431421446384
0.025130469690887225,1.5137157107231918
0.025451625853071036,1.5012468827930174
0.025772782015254903,1.4887780548628429
0.02609393817743877,1.4750623441396509
0.026415094339622636,1.4613466334164589
0.026736250501806502,1.4488778054862843
0.02705740666399037,1.442643391521197
0.027378562826174235,1.4364089775561097
0.027699718988358102,1.4301745635910224
0.02802087515054197,1.4239401496259352
